,0,1,2,3,4
0,10.0,11.25,0.0,0.0008759999999909951,8.099999999444663e-05
1,14.0,11.25,0.0,0.00034800000000245745,0.0001409999999992806
2,14.0,11.25,0.0,0.001999999999995339,7.700000000454565e-05
3,14.0,11.25,0.0,0.0004190000000079408,5.7999999995672624e-05
4,14.0,11.25,0.0,0.0002909999999900492,4.899999998997373e-05
5,14.0,11.25,0.0,0.000312999999991348,5.39999999915608e-05
6,14.0,11.25,0.0,0.00029000000000678483,4.999999998744897e-05
7,14.0,11.25,0.0,0.00033100000000274576,5.7999999995672624e-05
8,14.0,11.25,0.0,0.0002800000000036107,4.899999998997373e-05
9,14.0,11.25,0.0,0.0002660000000105356,5.699999999819738e-05
10,14.0,11.25,0.0,0.000263000000003899,4.6999999995023245e-05
11,14.0,11.25,0.0,0.0002559999999931506,4.500000000007276e-05
12,14.0,11.25,0.0,0.0009540000000072268,0.00030399999999985994
13,14.0,11.25,0.0,0.0003609999999980573,0.00026400000000137425
14,14.0,11.25,0.0,0.0004579999999947404,0.00025499999999567535
15,14.0,11.25,0.0,0.0004100000000022419,7.399999999790907e-05
16,14.0,11.25,0.0,0.0005370000000084474,6.999999999379725e-05
17,14.0,11.25,0.0,0.0004020000000082291,4.5999999997548e-05
18,14.0,11.25,0.0,0.00024500000000671207,4.500000000007276e-05
19,14.0,11.25,0.0,0.00024299999999755073,4.3000000005122274e-05
20,14.0,11.25,0.0,0.000240000000005125,4.9000000004184585e-05
21,14.0,11.25,0.0,0.0002479999999991378,4.500000000007276e-05
22,14.0,11.25,0.0,0.00025400000001241096,4.500000000007276e-05
23,14.0,11.25,0.0,0.0002449999999925012,4.299999999091142e-05
24,14.0,11.25,0.0,0.0002340000000060627,4.199999999343618e-05
25,14.0,11.25,0.0,0.00023499999998932708,4.0999999995960934e-05
26,14.0,11.25,0.0,0.0002389999999934389,4.500000000007276e-05
27,14.0,11.25,0.0,0.0002420000000000755,4.400000000259752e-05
28,14.0,11.25,0.0,0.00024299999999755073,4.3000000005122274e-05
29,14.0,11.25,0.0,0.00024100000000260025,4.200000000764703e-05
30,14.0,11.25,0.0,0.0002420000000000755,4.500000000007276e-05
31,14.0,11.25,0.0,0.00026200000000642376,4.500000000007276e-05
32,14.0,11.25,0.0,0.0002449999999925012,4.600000001175886e-05
33,14.0,11.25,0.0,0.00023499999998932708,4.3000000005122274e-05
34,14.0,11.25,0.0,0.00023199999999690135,4.200000000764703e-05
35,14.0,11.25,0.0,0.00023699999999848842,4.500000000007276e-05
36,14.0,11.25,0.0,0.0002420000000000755,4.100000001017179e-05
37,14.0,11.25,0.0,0.000240000000005125,4.200000000764703e-05
38,14.0,11.25,0.0,0.00024399999999502597,4.500000000007276e-05
39,14.0,11.25,0.0,0.00023999999999091415,4.200000000764703e-05
40,14.0,11.25,0.0,0.0002490000000108239,4.400000000259752e-05
41,14.0,11.25,0.0,0.0002420000000000755,4.400000000259752e-05
42,14.0,11.25,0.0,0.00024299999999755073,4.3000000005122274e-05
43,14.0,11.25,0.0,0.00023600000000101318,4.3000000005122274e-05
44,14.0,11.25,0.0,0.00023900000000764976,4.0999999995960934e-05
45,14.0,11.25,0.0,0.00022800000000700038,3.999999999848569e-05
46,14.0,11.25,0.0,0.00022699999999531428,4.299999999091142e-05
47,14.0,11.25,0.0,0.0002340000000060627,4.3000000005122274e-05
48,14.0,11.25,0.0,0.00023199999999690135,4.0999999995960934e-05
49,14.0,11.25,0.0,0.00022800000000700038,4.299999999091142e-05
50,14.0,11.25,0.0,0.00023399999999185184,4.0999999995960934e-05
51,14.0,11.25,0.0,0.0002309999999994261,4.200000000764703e-05
52,14.0,11.25,0.0,0.00024399999999502597,4.500000000007276e-05
53,14.0,11.25,0.0,0.00024100000000260025,4.200000000764703e-05
54,14.0,11.25,0.0,0.00023600000000101318,4.400000000259752e-05
55,14.0,11.25,0.0,0.0002510000000057744,4.400000000259752e-05
56,14.0,11.25,0.0,0.00023000000000195087,4.199999999343618e-05
57,14.0,11.25,0.0,0.00024100000000260025,4.299999999091142e-05
58,14.0,11.25,0.0,0.0002340000000060627,4.299999999091142e-05
59,14.0,11.25,0.0,0.00023999999999091415,4.299999999091142e-05
60,14.0,11.25,0.0,0.0002460000000041873,4.100000001017179e-05
61,14.0,11.25,0.0,0.0002329999999943766,4.3000000005122274e-05
62,14.0,11.25,0.0,0.00023700000001269927,4.400000000259752e-05
63,14.0,11.25,0.0,0.0003509999999948832,5.899999999314787e-05
64,14.0,11.25,0.0,0.0002879999999976235,4.899999998997373e-05
65,14.0,11.25,0.0,0.000286000000002673,5.300000000829641e-05
66,14.0,11.25,0.0,0.00025800000000231194,4.5999999997548e-05
67,14.0,11.25,0.0,0.00024899999999661304,4.200000000764703e-05
68,14.0,11.25,0.0,0.00023999999999091415,4.199999999343618e-05
69,14.0,11.25,0.0,0.00024899999999661304,4.3000000005122274e-05
70,14.0,11.25,0.0,0.0002520000000032496,4.400000000259752e-05
71,14.0,11.25,0.0,0.00024599999998997646,4.400000000259752e-05
72,14.0,11.25,0.0,0.00024299999999755073,4.400000000259752e-05
73,14.0,11.25,0.0,0.00024300000001176159,4.0999999995960934e-05
74,14.0,11.25,0.0,0.00023500000000353793,4.200000000764703e-05
75,14.0,11.25,0.0,0.00023599999998680232,4.0999999995960934e-05
76,14.0,11.25,0.0,0.00023199999999690135,4.200000000764703e-05
77,14.0,11.25,0.0,0.0002409999999883894,4.0999999995960934e-05
78,14.0,11.25,0.0,0.00023600000000101318,4.200000000764703e-05
79,14.0,11.25,0.0,0.00023000000000195087,4.199999999343618e-05
80,14.0,11.25,0.0,0.00023300000000858745,4.0999999995960934e-05
81,14.0,11.25,0.0,0.00025300000000072487,4.500000000007276e-05
82,14.0,11.25,0.0,0.0002709999999979118,4.800000000670934e-05
83,14.0,11.25,0.0,0.00024100000000260025,4.500000000007276e-05
84,14.0,11.25,0.0,0.0003049999999973352,5.499999998903604e-05
85,14.0,11.25,0.0,0.0002819999999985612,5.000000000165983e-05
86,14.0,11.25,0.0,0.00026400000000137425,4.5999999997548e-05
87,14.0,11.25,0.0,0.00025800000000231194,4.400000000259752e-05
88,14.0,11.25,0.0,0.0002510000000057744,4.3000000005122274e-05
89,14.0,11.25,0.0,0.00023799999999596366,4.3000000005122274e-05
90,14.0,11.25,0.0,0.00024100000000260025,4.3000000005122274e-05
91,14.0,11.25,0.0,0.00024399999999502597,4.399999998838666e-05
92,14.0,11.25,0.0,0.0002389999999934389,4.200000000764703e-05
93,14.0,11.25,0.0,0.00023499999998932708,4.400000000259752e-05
94,14.0,11.25,0.0,0.00024599999998997646,4.399999998838666e-05
95,14.0,11.25,0.0,0.00024299999999755073,5.199999999661031e-05
96,14.0,11.25,0.0,0.00027700000001118497,4.9000000004184585e-05
97,14.0,11.25,0.0,0.0002649999999988495,4.600000001175886e-05
98,14.0,11.25,0.0,0.00025000000000829914,4.0999999995960934e-05
99,14.0,11.25,0.0,0.00023799999999596366,4.70000000092341e-05
100,14.0,11.25,0.0,0.0002479999999991378,4.299999999091142e-05
101,14.0,11.25,0.0,0.00023599999998680232,4.199999999343618e-05
102,14.0,11.25,0.0,0.0002389999999934389,4.5999999997548e-05
103,14.0,11.25,0.0,0.0002340000000060627,4.199999999343618e-05
104,14.0,11.25,0.0,0.00023500000000353793,4.200000000764703e-05
105,14.0,11.25,0.0,0.00023399999999185184,3.999999999848569e-05
106,14.0,11.25,0.0,0.00023199999999690135,3.999999999848569e-05
107,14.0,11.25,0.0,0.00022799999999278953,4.0999999995960934e-05
108,14.0,11.25,0.0,0.00026700000000801083,4.799999999249849e-05
109,14.0,11.25,0.0,0.00028100000000108594,4.6999999995023245e-05
110,14.0,11.25,0.0,0.0002479999999991378,4.400000000259752e-05
111,14.0,11.25,0.0,0.00023600000000101318,4.199999999343618e-05
112,14.0,11.25,0.0,0.0002389999999934389,4.3000000005122274e-05
113,14.0,11.25,0.0,0.00023999999999091415,4.5999999997548e-05
114,14.0,11.25,0.0,0.0002420000000000755,4.299999999091142e-05
115,14.0,11.25,0.0,0.00024100000000260025,4.400000000259752e-05
116,14.0,11.25,0.0,0.00023600000000101318,4.0999999995960934e-05
117,14.0,11.25,0.0,0.00024500000000671207,4.299999999091142e-05
118,14.0,11.25,0.0,0.00034499999999582087,6.0000000004833964e-05
119,14.0,11.25,0.0,0.00027599999999949887,5.000000000165983e-05
